"","iata","airport","city","state","country","lat","long"
"352","3N6","Old Bridge","Old Bridge","NJ","USA",40.32988667,-74.34678694
"353","3N8","Mahnomen County ","Mahnomen","MN","USA",47.25996056,-95.92809778
"354","3ND0","Northwood Municipal","Northwood","ND","USA",47.72423333,-97.59042222
"355","3O1","Gustine","Gustine","CA","USA",37.26271722,-120.9632586
"356","3O3","Municipal","Purcell","OK","USA",34.97979444,-97.38586167
"357","3O4","Sayre Municipal","Sayre","OK","USA",35.16755222,-99.65787361
"358","3O5","Walters Municipal","Walters","OK","USA",34.37258444,-98.40588583
"359","3O7","Hollister Municipal","Hollister","CA","USA",36.89334528,-121.4102706
"360","3O9","Grand Lake Regional","Afton","OK","USA",36.5775775,-94.86190028
"361","3R0","Beeville Municipal","Beeville","TX","USA",28.36455528,-97.79208194
"362","3R1","Bay City Municipal","Bay City","TX","USA",28.973255,-95.86345528
"363","3R2","Le Gros Memorial","Crowley","LA","USA",30.16173611,-92.48396111
"364","3R4","Hart","Many","LA","USA",31.54489667,-93.48645306
"365","3R7","Jennings","Jennings","LA","USA",30.24269333,-92.67344778
"366","3S4","Illinois Valley","Illinois Valley (Cave Junction)","OR","USA",42.10372417,-123.6822911
"367","3S8","Grants Pass","Grants Pass","OR","USA",42.51011722,-123.3879894
"368","3S9","Condon State-Pauling ","Condon","OR","USA",45.24651889,-120.1664233
"369","3SG","Harry W Browne","Saginaw - H.Browne","MI","USA",43.43341028,-83.86245833
"370","3SQ","St Charles","St Charles","MO","USA",38.84866139,-90.50011833
"371","3T3","Boyceville Municipal ","Boyceville","WI","USA",45.042185,-92.0293475
"372","3T5","Fayette Regional Air Center","La Grange","TX","USA",29.90930556,-96.9505
"373","3TR","Jerry Tyler Memorial","Niles","MI","USA",41.83590806,-86.22517611
"374","3U3","Bowman ","Anaconda","MT","USA",46.15313278,-112.86784
"375","3U7","Benchmark","Benchmark","MT","USA",47.48133194,-112.8697678
"376","3U8","Big Sandy","Big Sandy","MT","USA",48.16247972,-110.1132631
"377","3V4","Fort Morgan Municipal","Fort Morgan","CO","USA",40.33423194,-103.8039508
"378","3WO","Shawano Municipal","Shawano","WI","USA",44.78777778,-88.56152444
"379","3Y2","George L Scott Municipal","West Union","IA","USA",42.98508917,-91.79060417
"380","3Y3","Winterset Madison County","Winterset","IA","USA",41.36276778,-94.02106194
"381","3Z9","Haines SPB","Haines","AK","USA",59.23495111,-135.4407181
"382","40J","Perry-Foley","Perry","FL","USA",30.06927778,-83.58058333
"383","40N","Chester Cty-G O Carlson","Coatesville","PA","USA",39.97897222,-75.86547222
"384","40U","Manila","Manila","UT","USA",40.98607,-109.6784811
"385","41U","Manti-Ephraim","Manti","UT","USA",39.32912833,-111.6146397
"386","42A","Melbourne Municipal","Melbourne","AR","USA",36.07079222,-91.82914667
"387","42C","White Cloud","White Cloud","MI","USA",43.55974139,-85.77421944
"388","42J","Keystone Airpark","Keystone Heights","FL","USA",29.84475,-82.04752778
"389","42S","Poplar","Poplar","MT","USA",48.11595861,-105.1821928
"390","43A","Montgomery County","Star","NC","USA",35.38819528,-79.79281667
"391","44B","Dover/Foxcroft","Dover-Foxcroft","ME","USA",45.18338806,-69.2328225
"392","44N","Sky Acres","Millbrook","NY","USA",41.70742861,-73.73802889
"393","45J","Rockingham-Hamlet","Rockingham","NC","USA",34.89107083,-79.75905806
"394","45OH","North Bass Island","North Bass Island","OH","USA",41.71932528,-82.82196917
"395","45R","Kountz - Hawthorne ","Kountze/Silsbee","TX","USA",30.33633806,-94.25754361
"396","46A","Blairsville","Blairsville","GA","USA",34.85508722,-83.996855
"397","46D","Carrington Municipal","Carrington","ND","USA",47.45111111,-99.15111111
"398","46N","Sky Park","Red Hook","NY","USA",41.98458333,-73.83596556
"399","47A","Cherokee County","Canton","GA","USA",34.31058333,-84.42391667
"400","47J","Cheraw Municipal","Cheraw","SC","USA",34.71258333,-79.95794444
"401","47N","Central Jersey Regional","Manville","NJ","USA",40.52438417,-74.59839194
"402","47V","Curtis Municipal","Curtis","NE","USA",40.63750778,-100.4712539
"403","48A","Cochran","Cochran","GA","USA",32.39936111,-83.27591667
"404","48D","Clare Municipal","Clare","MI","USA",43.83111111,-84.74133333
"405","48I","Braxton County","Sutton","WV","USA",38.68704444,-80.65176083
"406","48K","Ness City Municipal","Ness City","KS","USA",38.47110278,-99.90806667
"407","48S","Harlem","Harlem","MT","USA",48.56666472,-108.7729339
"408","48V","Tri-County","Erie","CO","USA",40.010225,-105.047975
"409","49A","Gilmer County","Ellijay","GA","USA",34.62786417,-84.52492889
"410","49T","Downtown Heliport","Dallas","TX","USA",32.77333333,-96.80027778
"411","49X","Chemehuevi Valley","Chemehuevi Valley","CA","USA",34.52751083,-114.4310697
"412","49Y","Fillmore County","Preston","MN","USA",43.67676,-92.17973444
"413","4A2","Atmautluak","Atmautluak","AK","USA",60.86674556,-162.2731389
"414","4A4","Cornelius-Moore ","Cedartown","GA","USA",34.01869444,-85.14647222
"415","4A5","Marshall-Searcy County","Marshall","AR","USA",35.89893667,-92.65588611
"416","4A6","Scottsboro Municipal","Scottsboro","AL","USA",34.68897278,-86.0058125
"417","4A7","Clayton County","Hampton","GA","USA",33.38911111,-84.33236111
"418","4A9","Isbell ","Fort Payne","AL","USA",34.4728925,-85.72221722
"419","4B0","South Albany","South Bethlehem","NY","USA",42.56072611,-73.83395639
"420","4B1","Duanesburg","Duanesburg","NY","USA",42.75840889,-74.13290472
"421","4B6","Ticonderoga Muni","Ticonderoga","NY","USA",43.87700278,-73.41317639
"422","4B7","Schroon Lake","Schroon Lake","NY","USA",43.86256083,-73.74262972
"423","4B8","Robertson ","Plainville","CT","USA",41.69037667,-72.8648225
"424","4B9","Simsbury Tri-Town","Simsbury","CT","USA",41.91676389,-72.77731778
"425","4C8","Albia Municipal","Albia","IA","USA",40.99445361,-92.76297194
"426","4D0","Abrams Municipal","Grandledge","MI","USA",42.77420167,-84.73309806
"427","4D9","Alma Municipal","Alma","NE","USA",40.11389972,-99.34565306
"428","4F2","Panola County-Sharpe ","Carthage","TX","USA",32.17608333,-94.29880556
"429","4F4","Gilmer-Upshur County","Gilmer","TX","USA",32.699,-94.94886111
"430","4G1","Greenville Muni","Greenville","PA","USA",41.44683167,-80.39126167
"431","4G2","Hamburg Inc.","Hamburg","NY","USA",42.7008925,-78.91475694
"432","4G5","Monroe County","Woodsfield","OH","USA",39.77904472,-81.10277222
"433","4G6","Hornell Muni","Hornell","NY","USA",42.38214444,-77.6821125
"434","4G7","Fairmont Muni","Fairmont","WV","USA",39.44816667,-80.16702778
"435","4I0","Mingo County","Williamson","WV","USA",37.68760139,-82.26097306
"436","4I3","Knox County","Mount Vernon","OH","USA",40.32872222,-82.52377778
"437","4I7","Putnam County","Greencastle","IN","USA",39.63359556,-86.8138325
"438","4I9","Morrow County","Mt. Gilead","OH","USA",40.52452778,-82.85005556
"439","4J1","Brantley County","Nahunta","GA","USA",31.21272417,-81.90539083
"440","4J2","Berrien County","Nashville","GA","USA",31.21255556,-83.22627778
"441","4J5","Quitman-Brooks County","Quitman","GA","USA",30.80575139,-83.58654889
"442","4J6","St Marys","St Marys","GA","USA",30.75468028,-81.55731917
"443","4K0","Pedro Bay","Pedro Bay","AK","USA",59.78960972,-154.1238331
"444","4K5","Ouzinkie","Ouzinkie","AK","USA",57.92287611,-152.5005111
"445","4K6","Bloomfield Municipal","Bloomfield","IA","USA",40.73210556,-92.42826889
"446","4KA","Tununak","Tununak","AK","USA",60.57559667,-165.2731272
"447","4M1","Carroll County","Berryville","AR","USA",36.38340333,-93.61685667
"448","4M3","Carlisle Municipal","Carlisle","AR","USA",34.80823,-91.71205083
"449","4M4","Clinton Municipal","Clinton","AR","USA",35.59785528,-92.45182472
"450","4M7","Russellville-Logan County","Russellville","KY","USA",36.79991667,-86.81016667
"451","4M8","Clarendon Municipal","Clarendon","AR","USA",34.64870694,-91.39457111
"452","4M9","Corning Municipal","Corning","AR","USA",36.40423139,-90.64792639
"453","4N1","Greenwood Lake","West Milford","NJ","USA",41.12854806,-74.34584611
"454","4O3","Blackwell-Tonkawa Municipal","Blackwell-Tonkawa","OK","USA",36.74511583,-97.34959972
"455","4O4","McCurtain County Regional","Idabel","OK","USA",33.909325,-94.85835278
"456","4O5","Cherokee Municipal","Cherokee","OK","USA",36.78336306,-98.35035083
"457","4PH","Polacca","Polacca","AZ","USA",35.79167222,-110.4234653
"458","4R1","I H Bass Jr Memorial","Lumberton","MS","USA",31.01546028,-89.48256556
"459","4R3","Jackson Municipal","Jackson","AL","USA",31.47210861,-87.89472083
"460","4R4","Fairhope Municipal","Fairhope","AL","USA",30.4621125,-87.87801972
"461","4R5","Madeline Island","La Pointe","WI","USA",46.78865556,-90.75866944
"462","4R7","Eunice","Eunice","LA","USA",30.46628389,-92.42379917
"463","4R9","Dauphin Island","Dauphin Island","AL","USA",30.26048083,-88.12749972
"464","4S1","Gold Beach Muni","Gold Beach","OR","USA",42.41344444,-124.4242742
"465","4S2","Hood River","Hood River","OR","USA",45.67261833,-121.5364625
"466","4S3","Joseph State","Joseph","OR","USA",45.35709583,-117.2532244
"467","4S9","Portland-Mulino","Mulino (Portland)","OR","USA",45.21632417,-122.5900839
"468","4SD","Reno/Stead","Reno","NV","USA",39.66738111,-119.8754169
"469","4T6","Mid-Way","Midlothian-Waxahachie","TX","USA",32.45609722,-96.91240972
"470","4U3","Liberty County","Chester","MT","USA",48.51072222,-110.9908639
"471","4U6","Circle Town County","Circle","MT","USA",47.41861972,-105.5619431
"472","4V0","Rangely","Rangely","CO","USA",40.09469917,-108.7612172
"473","4V1","Johnson ","Walsenburg","CO","USA",37.69640056,-104.7838747
"474","4V9","Antelope County","Neligh","NE","USA",42.11222889,-98.0386775
"475","4W1","Elizabethtown Municipal","Elizabethtown","NC","USA",34.60183722,-78.57973306
"476","4Z4","Holy Cross","Holy Cross","AK","USA",62.18829583,-159.7749503
"477","4Z7","Hyder SPB","Hyder","AK","USA",55.90331972,-130.0067031
"478","50I","Kentland Municipal","Kentland","IN","USA",40.75873222,-87.42821917
"479","50J","Berkeley County","Moncks Corner","SC","USA",33.18605556,-80.03563889
"480","50K","Pawnee City Municipal","Pawnee City","NE","USA",40.11611111,-96.19445278
"481","50R","Lockhart Municipal","Lockhart","TX","USA",29.85033333,-97.67241667
"482","51D","Edgeley Municipal ","Edgeley","ND","USA",46.34858333,-98.73555556
"483","51Z","Minto (New)","Minto","AK","USA",65.14370889,-149.3699647
"484","52A","Madison Municipal","Madison","GA","USA",33.61212528,-83.46044333
"485","52E","Timberon ","Timberon","NM","USA",32.63388889,-105.6863889
"486","52J","Lee County","Bishopville","SC","USA",34.24459889,-80.23729333
"487","53A","Dr. C.P. Savage, Sr.","Montezuma","GA","USA",32.302,-84.00747222
"488","53K","Osage City Municipal","Osage City","KS","USA",38.63334222,-95.80859806
"489","54J","Defuniak Springs","Defuniak Springs","FL","USA",30.7313,-86.15160833
"490","55D","Grayling Army Airfield","Grayling","MI","USA",44.68032028,-84.72886278
"491","55J","Fernandina Beach Municipal","Fernandina Beach","FL","USA",30.61170083,-81.462345
"492","55S","Packwood","Packwood","WA","USA",46.60400083,-121.6778664
"493","56D","Wyandot County","Upper Sandusky","OH","USA",40.88336139,-83.3145325
"494","56M","Warsaw Municipal","Warsaw","MO","USA",38.34688889,-93.345425
"495","56S","Seaside Municipal","Seaside","OR","USA",46.01649694,-123.9054167
"496","57B","Islesboro","Islesboro","ME","USA",44.30285556,-68.91058722
"497","57C","East Troy Municipal","East Troy","WI","USA",42.79711111,-88.3725
"498","59B","Newton ","Jackman","ME","USA",45.63199111,-70.24728944
"499","5A4","Okolona Mun.-Richard M. Stovall ","Okolona","MS","USA",34.01580528,-88.72618944
"500","5A6","Winona-Montgomery County","Winona","MS","USA",33.46540139,-89.72924806
"501","5A8","Aleknagik","Aleknagik","AK","USA",59.28256167,-158.6176725
"502","5A9","Roosevelt Memorial","Warm Springs","GA","USA",32.93346222,-84.68881639
"503","5B2","Saratoga Cty","Saratoga Springs","NY","USA",43.05126111,-73.86119444
"504","5B3","Danielson","Danielson","CT","USA",41.81974056,-71.90096306
"505","5B7","Rensselaer Air Park","Troy","NY","USA",42.69091194,-73.57956
"506","5CD","Chandalar Shelf","Chandalar Camp","AK","USA",68.06543944,-149.5797392
"507","5D3","Owosso Community","Owosso","MI","USA",42.99297222,-84.1389125
"508","5F1","Post-Garza County Municipal","Post","TX","USA",33.20370556,-101.340415
"509","5F4","Homer Municipal","Homer","LA","USA",32.78850806,-93.00366083
"510","5G0","Leroy ","Le Roy","NY","USA",42.98136667,-77.93751389
"511","5G7","Bluffton","Bluffton","OH","USA",40.88544444,-83.86863889
"512","5G8","Pittsburgh Boquet Airpark","Jeanette","PA","USA",40.37645722,-79.60837583
"513","5G9","Toledo Suburban","Lambertville","MI","USA",41.7358775,-83.65541056
"514","5HO","Hope","Hope","AK","USA",60.90415028,-149.6238389
"515","5I4","Sheridan","Sheridan","IN","USA",40.17792583,-86.21729889
"516","5J0","John Day State","John Day","OR","USA",44.40416667,-118.9625
"517","5J9","Twin City","Loris","SC","USA",34.08848361,-78.86462028
"518","5K2","Tribune Municipal","Tribune","KS","USA",38.45418222,-101.7462828
"519","5M0","Rountree ","Hartselle","AL","USA",34.40823444,-86.93295056
"520","5M1","De Witt Municipal","De Witt","AR","USA",34.2626,-91.30984194
"521","5M4","Fordyce Municipal","Fordyce","AR","USA",33.84593722,-92.36542861
"522","5M9","Marion-Crittenden County","Marion","KY","USA",37.33616222,-88.11113611
"523","5N8","Casselton Regional","Casselton","ND","USA",46.85469528,-97.20870028
"524","5ND6","Hillsboro Municipal","Hillsboro","ND","USA",47.35940778,-97.06041639
"525","5NI","Nikolai","Nikolai","AK","USA",63.0174475,-154.3639608
"526","5NK","Naknek","Naknek","AK","USA",58.73288056,-157.0199197
"527","5NN","Nondalton","Nondalton","AK","USA",59.97904306,-154.8396944
"528","5R3","Rusty Allen ","Lago Vista","TX","USA",30.498585,-97.96947222
"529","5R4","Foley Municipal","Foley","AL","USA",30.42769722,-87.70082
"530","5R5","Wharton Municipal","Wharton","TX","USA",29.25427778,-96.15438889
"531","5R8","De Quincy Industrial Airpark","De Quincy","LA","USA",30.44117222,-93.47349722
"532","5S8","St. Michael","St. Michael","AK","USA",63.49005056,-162.1103692
"533","5T5","Hillsboro Municipal","Hillsboro","TX","USA",32.08348611,-97.09722722
"534","5T6","Dona Ana County  At Santa Teresa","Santa Teresa","NM","USA",31.88098556,-106.7048131
"535","5T9","Maverick County Meml Intl","Eagle Pass","TX","USA",28.85719361,-100.5122997
"536","5TE","Tetlin","Tetlin","AK","USA",63.13382361,-142.5219339
"537","5U3","Ennis - Big Sky","Ennis","MT","USA",45.27175833,-111.6486389
"538","5U8","Geraldine","Geraldine","MT","USA",47.59664,-110.2660367
"539","5V5","Shiprock Airstrip","Shiprock","NM","USA",36.6977775,-108.7011986
"540","5V8","Kadoka Municipal","Kadoka","SD","USA",43.83332611,-101.4970881
"541","5W8","Siler City Municipal","Siler City","NC","USA",35.7029175,-79.50529972
"542","5Z1","Juneau Harbor","Juneau","AK","USA",58.29888889,-134.4077778
"543","5Z5","Kantishna","Kantishna","AK","USA",63.54171472,-150.9939547
"544","60F","Seymour Municipal","Seymour","TX","USA",33.64870417,-99.26063056
"545","60J","Ocean Isle","Ocean Isle Beach","NC","USA",33.90850556,-78.43667222
"546","61A","Camden Municipal","Camden","AL","USA",31.97987056,-87.33888056
"547","61B","Boulder City Municipal","Boulder City","NV","USA",35.94748028,-114.8610967
"548","61C","Fort Atkinson Municipal","Fort Atkinson","WI","USA",42.96320278,-88.81762806
"549","61J","Portland Downtown Heliport","Portland","OR","USA",45.52527778,-122.6709289
"550","61S","Cottage Grove State","Cottage Grove","OR","USA",43.79984528,-123.0289678
"551","62D","Warren","Warren","OH","USA",41.26672278,-80.92897778
"552","62H","Giddings-Lee County","Giddings","TX","USA",30.16927167,-96.98001083
"553","62S","Christmas Valley","Christmas Valley","OR","USA",43.23653139,-120.6660967
"554","63A","Lloyd R. Roundtree Seaplane Facility","Petersburg","AK","USA",56.81131972,-132.9600567
"555","63C","Adams County Legion ","Adams/Friendship","WI","USA",43.96117222,-89.78804889
"556","63S","Colville Municipal","Colville","WA","USA",48.54156944,-117.8844247
"557","65J","Wrens Memorial","Wrens","GA","USA",33.222645,-82.38373611
"558","65S","Boundary County","Bonners Ferry","ID","USA",48.72632639,-116.2954761
"559","66D","Sturgis Municipal","Sturgis","SD","USA",44.41761111,-103.3747778
"560","67L","Mesquite","Mesquite","NV","USA",36.83497556,-114.0552453
"561","68A","Wrangell SPB","Wrangell","AK","USA",56.466325,-132.3800181
"562","68S","Davenport","Davenport","WA","USA",47.65404528,-118.1677519
"563","6A1","Butler Municipal","Butler","GA","USA",32.56736694,-84.25074833
"564","6A2","Griffin-Spaulding County ","Griffin","GA","USA",33.22697222,-84.27494444
"565","6A3","Andrews-Murphy","Andrews","NC","USA",35.19453167,-83.86490194
"566","6A4","Johnson County","Mountain City","TN","USA",36.41789833,-81.82511528
"567","6A8","Allakaket","Allakaket","AK","USA",66.55194444,-152.6222222
"568","6B0","Middlebury State","Middlebury","VT","USA",43.98478278,-73.09594889
"569","6B4","Frankfort-Highland","Utica/Frankfort","NY","USA",43.02090306,-75.17043861
"570","6B6","Minute Man Airfield","Stow","MA","USA",42.46045361,-71.51791444
"571","6B8","Caledonia County State","Lyndonville","VT","USA",44.56911417,-72.01797889
"572","6B9","Skaneateles Aero Drome","Skaneateles","NY","USA",42.91395583,-76.44076889
"573","6D6","Greenville Municipal","Greenville","MI","USA",43.14228139,-85.25380722
"574","6D8","Barnes County Municipal","Valley City","ND","USA",46.94100778,-98.01762611
"575","6F1","Talihina Municipal","Talihina","OK","USA",34.70777139,-95.07378583
